|Unnamed: 0|id|fecha|anio|mes|dia|rol|victima|sexo|edad|fecha_deceso|edad_rango|dia_semana|acusado|hora_rango|x|y|lugar|direc_norm|comuna
308|308|2018-0022|2018-02-24|2018|2|24|CONDUCTOR|MOTO|MASCULINO|28.0|2018-02-24 00:00:00|4|Saturday|CARGAS|0|-58.37441153|-34.63966783|Montes De Oca, Manuel y Olavarria|MONTES DE OCA, MANUEL AV. y OLAVARRIA|4
309|309|2018-0023|2018-02-24|2018|2|24|CONDUCTOR|MOTO|MASCULINO|28.0|2018-02-24 00:00:00|4|Saturday|AUTO|6|-58.44110156|-34.62082399|Barco Centenera Del y Rosario|BARCO CENTENERA DEL y ROSARIO|6
310|310|2018-0024|2018-02-28|2018|2|28|PEATON|PEATON|MASCULINO|70.0|2018-02-28 00:00:00|6|Wednesday|CARGAS|23|-58.47087351|-34.57827342|Alvarez Thomas Av. y Donado|ALVAREZ THOMAS AV. y DONADO|15
311|311|2018-0025|2018-03-04|2018|3|4|PEATON|PEATON|MASCULINO|70.0|2018-03-05 00:00:00|6|Sunday|AUTO|22|-58.4596221|-34.6224514|Av. Avellaneda y Av. Boyacá|AVELLANEDA AV. y BOYACA AV.|7
312|312|2018-0026|2018-03-09|2018|3|9|CONDUCTOR|MOVIL|MASCULINO|24.0|2018-03-09 00:00:00|4|Friday|CARGAS|4|-58.41657793|-34.65476216|Rabanal, Francisco, Intendente Av. y Saenz Av.|RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.|4
313|313|2018-0026|2018-03-09|2018|3|9|PASAJERO_ACOMPAÑANTE|MOVIL|MASCULINO|30.0|2018-03-09 00:00:00|5|Friday|CARGAS|4|-58.41657793|-34.65476216|Rabanal, Francisco, Intendente Av. y Saenz Av.|RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.|4
314|314|2018-0027|2018-03-11|2018|3|11|PEATON|PEATON|FEMENINO|74.0|2018-03-11 00:00:00|6|Sunday|MOTO|23|-58.41911301|-34.63722107|Castro y Rondeau|CASTRO y RONDEAU|5
315|315|2018-0028|2018-03-13|2018|3|13|PEATON|PEATON|MASCULINO|71.0|2018-03-13 00:00:00|6|Tuesday|CARGAS|15|-58.47120586|-34.64251042|Bilbao, Francisco Av. y Azul|BILBAO, FRANCISCO AV. y AZUL|9
316|316|2018-0029|2018-03-15|2018|3|15|CONDUCTOR|MOTO|MASCULINO|26.0|2018-03-15 00:00:00|4|Thursday|AUTO|18|-58.47418944|-34.62049672|Nazca Av. y Gaona Av.|NAZCA AV. y GAONA AV.|11
317|317|2018-0030|2018-03-20|2018|3|20|CONDUCTOR|MOTO|MASCULINO|24.0|2018-03-20 00:00:00|4|Tuesday|MOTO|1|-58.46720441|-34.57905579|Plaza y Alvarez Thomas Av.|PLAZA y ALVAREZ THOMAS AV.|15
318|318|2018-0031|2018-03-28|2018|3|28|CONDUCTOR|MOTO|MASCULINO|31.0|2018-03-28 00:00:00|5|Wednesday|CARGAS|10|-58.46909362|-34.6177971|Gaona Av. y Artigas, Jose Gervasio, Gral.|GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.|11
319|319|2018-0032|2018-04-02|2018|4|2|PEATON|PEATON|MASCULINO|70.0|2018-04-02 00:00:00|6|Monday|PASAJEROS|13|-58.44704343|-34.5688864|Cabildo Av. y Aguilar|CABILDO AV. y AGUILAR|13
320|320|2018-0033|2018-04-07|2018|4|7|CONDUCTOR|MOTO|FEMENINO|42.0|2018-04-10 00:00:00|5|Saturday|CARGAS|7|-58.50535541|-34.62902048|Camarones y Lope De Vega Av.|CAMARONES y LOPE DE VEGA AV.|10
321|321|2018-0034|2018-04-11|2018|4|11|PEATON|PEATON|MASCULINO|24.0|2018-04-11 00:00:00|4|Wednesday|PASAJEROS|18|-58.40021675|-34.59522198|Santa Fe Av. 2320|SANTA FE AV. 2320|2
322|322|2018-0035|2018-04-12|2018|4|12|PEATON|PEATON|FEMENINO|39.0|2018-04-12 00:00:00|5|Thursday|PASAJEROS|16|-58.46325991|-34.62919627|Av. Rivadavia 6950|RIVADAVIA AV. 6950|7
323|323|2018-0036|2018-04-13|2018|4|13|CONDUCTOR|MOTO|MASCULINO|37.0|2018-04-15 00:00:00|5|Friday|AUTO|23|-58.49471482|-34.59694755|Av. San Martín y Argerich|SAN MARTIN AV. y ARGERICH|15
324|324|2018-0037|2018-04-18|2018|4|18|PEATON|PEATON|MASCULINO|84.0|2018-04-19 00:00:00|6|Wednesday|CARGAS|18|-58.3987261|-34.59975962|Cordoba Av. y Uriburu Jose E., Pres.|CORDOBA AV. y URIBURU JOSE E., PRES.|2
325|325|2018-0038|2018-04-20|2018|4|20|PEATON|PEATON|FEMENINO|59.0|2018-04-20 00:00:00|5|Friday|AUTO|17|-58.38872177|-34.60885045|AV. RIVADAVIA 1571|RIVADAVIA AV. 1571|1
326|326|2018-0038|2018-04-20|2018|4|20|PEATON|PEATON|MASCULINO|61.0|2018-04-20 00:00:00|6|Friday|AUTO|17|-58.38872177|-34.60885045|AV. RIVADAVIA 1571|RIVADAVIA AV. 1571|1
327|327|2018-0039|2018-04-21|2018|4|21|PEATON|PEATON|MASCULINO|37.0|2018-04-21 00:00:00|5|Saturday|AUTO|22|0.0|0.0|AUTOPISTA LUGONES KM 4.7||14
328|328|2018-0040|2018-04-27|2018|4|27|PEATON|PEATON|FEMENINO||2018-04-27 00:00:00|6|Friday|CARGAS|11|-58.45686132|-34.57305993|Ramon Freire y Virrey Olaguer y Feliu|FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY|13
329|329|2018-0041|2018-04-27|2018|4|27|PEATON|PEATON|FEMENINO|78.0|2018-04-27 00:00:00|6|Friday|PASAJEROS|13|-58.42281627|-34.64282424|La Plata Av. y Fernandez De La Cruz, F., Gral. Av.|LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.|4
330|330|2018-0042|2018-04-27|2018|4|27|PASAJERO_ACOMPAÑANTE|MOTO|MASCULINO|23.0|2018-04-27 00:00:00|4|Friday|CARGAS|18|-58.38666024|-34.63953396|BRANDSEN y PERDRIEL|BRANDSEN y PERDRIEL|4
331|331|2018-0043|2018-04-28|2018|4|28|CONDUCTOR|MOTO|MASCULINO|25.0|2018-04-29 00:00:00|4|Saturday|AUTO|6|-58.49122843|-34.61207587|Vilardebo, Teodoro y Alvarez Jonte Av.|VILARDEBO, TEODORO y ALVAREZ JONTE AV.|11
332|332|2018-0044|2018-04-28|2018|4|28|PEATON|PEATON|FEMENINO|50.0|2018-04-28 00:00:00|5|Saturday|AUTO|9|-58.40098306|-34.61866627|Alberti e Independencia Av.|ALBERTI e INDEPENDENCIA AV.|3
333|333|2018-0045|2018-04-30|2018|4|30|CONDUCTOR|AUTO|MASCULINO|60.0|2018-04-30 00:00:00|6|Monday|CARGAS|7|-58.45448963|-34.5791692|Alvarez Thomas Av. 879|ALVAREZ THOMAS AV. 879|13
334|334|2018-0046|2018-05-02|2018|5|2|PEATON|PEATON|MASCULINO|11.0|2018-05-02 00:00:00|2|Wednesday|AUTO|3|-58.52927982|-34.63931752|Av. Gral. Paz y Av. Rivadavia|PAZ, GRAL. AV. y RIVADAVIA AV.|9
335|335|2018-0047|2018-05-08|2018|5|8|PEATON|PEATON|MASCULINO|82.0|2018-05-09 00:00:00|6|Tuesday|PASAJEROS|19|-58.44759966|-34.5917024|Av. Corrientes y Av. Dorrego|CORRIENTES AV. y DORREGO AV.|15
336|336|2018-0048|2018-05-09|2018|5|9|PEATON|PEATON|MASCULINO|57.0|2018-05-16 00:00:00|5|Wednesday|PASAJEROS|10|-58.46411215|-34.62925068|Rivadavia Av. y Pedernera|RIVADAVIA AV. y PEDERNERA|7
337|337|2018-0049|2018-05-11|2018|5|11|PEATON|PEATON|FEMENINO|40.0|2018-05-13 00:00:00|5|Friday|AUTO|19|-58.4621322|-34.55395823|Quesada 2300|QUESADA 2300|13
338|338|2018-0050|2018-05-14|2018|5|14|PEATON|PEATON|FEMENINO|47.0|2018-05-24 00:00:00|5|Monday|PASAJEROS|18|-58.45669422|-34.5620361|Cabildo Av. y Juramento Av.|CABILDO AV. y JURAMENTO AV.|13
339|339|2018-0051|2018-05-15|2018|5|15|PEATON|PEATON|FEMENINO|57.0|2018-05-15 00:00:00|5|Tuesday|AUTO|21|-58.3597716|-34.64341878|California y Carbonari, Francisco, Cmte.|CALIFORNIA y CARBONARI, FRANCISCO, CMTE.|4
340|340|2018-0052|2018-05-18|2018|5|18|PEATON|PEATON|MASCULINO|78.0|2018-05-19 00:00:00|6|Friday|PASAJEROS|20|-58.49820145|-34.59070093|Carril, Salvador Maria Del Av. y Nazca|CARRIL, SALVADOR MARIA DEL AV. y NAZCA|15
341|341|2018-0053|2018-05-20|2018|5|20|CONDUCTOR|MOTO|MASCULINO|43.0|2018-05-20 00:00:00|5|Sunday|AUTO|2|-58.4105928|-34.5993918|San Luis y Aguero|SAN LUIS y AGUERO|3
342|342|2018-0054|2018-05-22|2018|5|22|PEATON|PEATON|FEMENINO|86.0|2018-05-25 00:00:00|6|Tuesday|BICICLETA|11|-58.47969138|-34.57121563|Lugones 2430|LUGONES 2430|12
343|343|2018-0055|2018-05-29|2018|5|29|CONDUCTOR|MOTO|MASCULINO|21.0|2018-05-29 00:00:00|4|Tuesday|AUTO|7|-58.40351561|-34.61883916|Independencia Av. y Jujuy Av.|INDEPENDENCIA AV. y JUJUY AV.|3
344|344|2018-0056|2018-06-02|2018|6|2|PEATON|PEATON|FEMENINO|69.0|2018-06-04 00:00:00|6|Saturday|PASAJEROS|13|-58.51973844|-34.63918987|Av. Rivadavia 11050|RIVADAVIA AV. 11050|9
345|345|2018-0057|2018-06-03|2018|6|3|CONDUCTOR|MOTO|MASCULINO|33.0|2018-06-04 00:00:00|5|Sunday|PASAJEROS|3|-58.39311376|-34.62163006|Combate De Los Pozos y Humberto 1°|COMBATE DE LOS POZOS y HUMBERTO 1Â°|3
346|346|2018-0058|2018-06-03|2018|6|3|CONDUCTOR|MOTO|MASCULINO|26.0|2018-06-13 00:00:00|4|Sunday|AUTO|6|-58.43531242|-34.59082159|Cordoba Av. y Thames|CORDOBA AV. y THAMES|15
347|347|2018-0059|2018-06-08|2018|6|8|CONDUCTOR|MOTO|MASCULINO|54.0|2018-06-08 00:00:00|5|Friday|OTRO|6|-58.41178165|-34.63035454|Garay, Juan De Av. y Sanchez De Loria|GARAY, JUAN DE AV. y SANCHEZ DE LORIA|5
348|348|2018-0060|2018-06-08|2018|6|8|PEATON|PEATON|MASCULINO|51.0|2018-06-08 00:00:00|5|Friday|PASAJEROS|12|-58.370488|-34.60189492|Lavalle y Alem, Leandro N. Av.|LAVALLE y ALEM, LEANDRO N. AV.|1
349|349|2018-0061|2018-06-10|2018|6|10|CONDUCTOR|MOTO|MASCULINO|51.0|2018-06-10 00:00:00|5|Sunday|MOTO|11|-58.39883882|-34.61964833|Estados Unidos y Pichincha|ESTADOS UNIDOS y PICHINCHA|3
350|350|2018-0062|2018-06-14|2018|6|14|PEATON|PEATON|MASCULINO|32.0|2018-06-14 00:00:00|5|Thursday|CARGAS|1|-58.44110156|-34.62082399|Rosario y Barco Centenera Del|ROSARIO y BARCO CENTENERA DEL|6
351|351|2018-0063|2018-06-16|2018|6|16|PEATON|PEATON|FEMENINO|28.0|2018-06-17 00:00:00|4|Saturday|PASAJEROS|21|-58.37093138|-34.59952725|Av. Leandro N. Alem y Viamonte|ALEM, LEANDRO N. AV. y VIAMONTE|1
352|352|2018-0064|2018-06-25|2018|6|25|CONDUCTOR|AUTO|MASCULINO|30.0|2018-06-25 00:00:00|5|Monday|CARGAS|1|-58.45855262|-34.63953253|Varela Av. y Primera Junta|VARELA AV. y PRIMERA JUNTA|7
353|353|2018-0065|2018-06-26|2018|6|26|CONDUCTOR|MOTO|MASCULINO|35.0|2018-06-26 00:00:00|5|Tuesday|CARGAS|17|-58.38161909|-34.59283447|Pellegrini, Carlos y Juncal|PELLEGRINI, CARLOS y JUNCAL|1
354|354|2018-0066|2018-06-28|2018|6|28|PEATON|PEATON|MASCULINO|73.0|2018-06-28 00:00:00|6|Thursday|PASAJEROS|11|-58.45511899|-34.58698157|Av. Corrientes y Av. Federico Lacroze|CORRIENTES AV. y LACROZE, FEDERICO AV.|15
355|355|2018-0067|2018-06-29|2018|6|29|PASAJERO_ACOMPAÑANTE|PASAJEROS|FEMENINO|81.0|2018-07-06 00:00:00|6|Friday|AUTO|16|-58.37724226|-34.62973033|Montes De Oca, Manuel y Finochietto Enrique Dr.|MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.|4
356|356|2018-0068|2018-07-01|2018|7|1|CONDUCTOR|MOTO|MASCULINO|21.0|2018-07-01 00:00:00|4|Sunday|AUTO|9|-58.45546217|-34.62930339|Carabobo Av. y Alberdi, Juan Bautista Av.|CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.|7
357|357|2018-0069|2018-07-04|2018|7|4|CICLISTA|BICICLETA|MASCULINO|20.0|2018-07-04 00:00:00|4|Wednesday|PASAJEROS|21|-58.39897064|-34.59954925|"Córdoba Av. 2215

"|CORDOBA AV. 2215|2
358|358|2018-0070|2018-07-07|2018|7|7|CONDUCTOR|MOTO|MASCULINO|33.0|2018-07-07 00:00:00|5|Saturday|PASAJEROS|15|-58.40917826|-34.62126274|Estados Unidos y Urquiza, Gral.|ESTADOS UNIDOS y URQUIZA, GRAL.|3
359|359|2018-0071|2018-07-10|2018|7|10|CONDUCTOR|MOTO|MASCULINO||2018-07-10 00:00:00|6|Tuesday|CARGAS|17|-58.36726348|-34.61099738|Moreno y Av. Huergo|MORENO y HUERGO, ING. AV.|1
360|360|2018-0072|2018-07-11|2018|7|11|CONDUCTOR|MOTO|MASCULINO|27.0|2018-07-13 00:00:00|4|Wednesday|CARGAS|13|-58.48267426|-34.68454456|AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño|AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL|8
361|361|2018-0073|2018-07-11|2018|7|11|PEATON|PEATON|FEMENINO|67.0|2018-07-11 00:00:00|6|Wednesday|CARGAS|15|-58.39546165|-34.65168841|Iriarte, Gral. Av. 3400|IRIARTE, GRAL. AV. 3400|4
362|362|2018-0074|2018-07-14|2018|7|14|CONDUCTOR|AUTO|MASCULINO|25.0|2018-07-14 00:00:00|4|Saturday|CARGAS|6|-58.46941984|-34.63376545|AV. JUAN B. ALBERDI 2968|ALBERDI, JUAN BAUTISTA AV. 2968|7
363|363|2018-0075|2018-07-15|2018|7|15|PEATON|PEATON|MASCULINO|23.0|2018-07-15 00:00:00|4|Sunday|AUTO|7|-58.40367321|-34.58129246|Del Libertador Av. y Ortiz De Ocampo|DEL LIBERTADOR AV. y ORTIZ DE OCAMPO|14
364|364|2018-0076|2018-07-16|2018|7|16|CONDUCTOR|AUTO|MASCULINO|73.0|2018-07-16 00:00:00|6|Monday|CARGAS|9|-58.52932872|-34.65014993|Chavez, Jorge y Paz, Gral. Av.|CHAVEZ, JORGE y PAZ, GRAL. AV.|9
365|365|2018-0077|2018-07-16|2018|7|16|CONDUCTOR|AUTO|MASCULINO|58.0|2018-07-17 00:00:00|5|Monday|CARGAS|23|-58.40917826|-34.62126274|Urquiza, Gral. y Estados Unidos|URQUIZA, GRAL. y ESTADOS UNIDOS|3
366|366|2018-0078|2018-07-21|2018|7|21|PEATON|PEATON|MASCULINO|27.0|2018-07-21 00:00:00|4|Saturday|AUTO|6|-58.41264127|-34.59473294|Paraguay y Sánchez De Bustamante|PARAGUAY y SANCHEZ DE BUSTAMANTE|2
367|367|2018-0079|2018-07-23|2018|7|23|PEATON|PEATON|MASCULINO||2018-07-23 00:00:00|6|Monday|CARGAS|7|-58.50877521|-34.66977709|De Los Corrales Av. y Paz, Gral. Av.|DE LOS CORRALES AV. y PAZ, GRAL. AV.|9
368|368|2018-0080|2018-07-25|2018|7|25|PEATON|PEATON|MASCULINO|26.0|2018-07-25 00:00:00|4|Wednesday|AUTO|22|-58.51232237|-34.6590353|Alberdi, Juan Bautista Av. y Carhue|ALBERDI, JUAN BAUTISTA AV. y CARHUE|9
369|369|2018-0081|2018-07-29|2018|7|29|PEATON|PEATON|MASCULINO|35.0|2018-07-29 00:00:00|5|Sunday|MULTIPLE|6|-58.44744156|-34.64567171|Castañares Av. y Rivera Indarte Av.|CASTAÃ‘ARES AV. y RIVERA INDARTE AV.|7
370|370|2018-0082|2018-08-01|2018|8|1|CONDUCTOR|MOTO|FEMENINO|17.0|2018-08-01 00:00:00|3|Wednesday|CARGAS|15|-58.49441273|-34.65869968|Larrazabal y Garzon, Eugenio, Gral. Av.|LARRAZABAL y GARZON, EUGENIO, GRAL. AV.|9
371|371|2018-0083|2018-08-02|2018|8|2|CONDUCTOR|MOTO|MASCULINO||2018-08-02 00:00:00|6|Thursday|CARGAS|5|-58.47976785|-34.69153196|Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.|PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.|8
372|372|2018-0084|2018-08-03|2018|8|3|PEATON|PEATON|MASCULINO|45.0|2018-08-03 00:00:00|5|Friday|CARGAS|7|-58.36523349|-34.62260331|Av. Alicia Moreau de Justo y Cochabamba|MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA|1
373|373|2018-0085|2018-08-03|2018|8|3|PASAJERO_ACOMPAÑANTE|MOTO|FEMENINO|22.0|2018-08-03 00:00:00|4|Friday|PASAJEROS|18|-58.39118948|-34.62704273|Entre Rios Av. y Garay, Juan De Av.|ENTRE RIOS AV. y GARAY, JUAN DE AV.|3
374|374|2018-0085|2018-08-03|2018|8|3|CONDUCTOR|MOTO|MASCULINO|30.0|2018-08-03 00:00:00|5|Friday|PASAJEROS|18|-58.39118948|-34.62704273|Entre Rios Av. y Garay, Juan De Av.|ENTRE RIOS AV. y GARAY, JUAN DE AV.|3
375|375|2018-0086|2018-08-10|2018|8|10|PEATON|PEATON|MASCULINO|40.0|2018-08-10 00:00:00|5|Friday|PASAJEROS|21|-58.49019551|-34.65015854|Directorio Av. y Guardia Nacional|DIRECTORIO AV. y GUARDIA NACIONAL|9
376|376|2018-0087|2018-08-15|2018|8|15|PEATON|PEATON|MASCULINO|75.0|2018-08-20 00:00:00|6|Wednesday|PASAJEROS|19|-58.41644362|-34.63023775|Pavon Av. Y Colombres|PAVON AV. y COLOMBRES|5
377|377|2018-0088|2018-08-17|2018|8|17|CONDUCTOR|MOTO|MASCULINO||2018-08-17 00:00:00|6|Friday|CARGAS|16|-58.5007381|-34.5497951|Av. Gral. Paz y Av. Dr. Ricardo Balbín|PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.|12
378|378|2018-0089|2018-08-17|2018|8|17|PEATON|PEATON|MASCULINO|80.0|2018-08-17 00:00:00|6|Friday|PASAJEROS|17|-58.39626094|-34.63036565|Pichincha Av. y Brasil|PICHINCHA AV. y BRASIL|4
379|379|2018-0090|2018-08-18|2018|8|18|CONDUCTOR|MOTO|MASCULINO|27.0|2018-08-18 00:00:00|4|Saturday|AUTO|10|-58.43284809|-34.67051543|27 De Febrero Av. y Pergamino|27 DE FEBRERO AV. y PERGAMINO|8
380|380|2018-0091|2018-08-19|2018|8|19|PASAJERO_ACOMPAÑANTE|AUTO|FEMENINO|23.0|2018-08-19 00:00:00|4|Sunday|AUTO|18|-58.52280139|-34.63659934|AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA|AUTOPISTA PERITO MORENO y BARRAGAN|9
381|381|2018-0092|2018-08-20|2018|8|20|CONDUCTOR|MOTO|MASCULINO|23.0|2018-08-20 00:00:00|4|Monday|AUTO|8|-58.4233693|-34.59774487|Cordoba Av. y Gascon|CORDOBA AV. y GASCON|14
382|382|2018-0093|2018-08-20|2018|8|20|PEATON|PEATON|MASCULINO|24.0|2018-08-20 00:00:00|4|Monday|PASAJEROS|8|-58.38691681|-34.63105973|15 De Noviembre De 1889 1513|15 DE NOVIEMBRE DE 1889 1513|1
383|383|2018-0094|2018-08-23|2018|8|23|CONDUCTOR|MOTO|MASCULINO|32.0|2018-08-23 00:00:00|5|Thursday|PASAJEROS|5|-58.4116902|-34.5857988|Salguero, Jeronimo y Beruti|SALGUERO, JERONIMO y BERUTI|14
384|384|2018-0095|2018-08-26|2018|8|26|PASAJERO_ACOMPAÑANTE|AUTO|FEMENINO|49.0|2018-08-26 00:00:00|5|Sunday|AUTO|0|-58.46739825|-34.65117757|Lacarra Av. y Dellepiane, Luis, Tte. Gral.|LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.|9
385|385|2018-0096|2018-08-31|2018|8|31|PEATON|PEATON|MASCULINO|39.0|2018-08-31 00:00:00|5|Friday|AUTO|22|-58.44483258|-34.67152226|AU Héctor J. Cámpora y Roca, Cnel. Av.|AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.|8
386|386|2018-0097|2018-09-02|2018|9|2|CONDUCTOR|AUTO|FEMENINO|35.0|2018-09-02 00:00:00|5|Sunday|OTRO|10|-58.43254025|-34.66128115|Av. Varela y Av. Int. Francisco Rabanal|VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.|8
387|387|2018-0098|2018-09-09|2018|9|9|CONDUCTOR|AUTO|MASCULINO|55.0|2018-09-09 00:00:00|5|Sunday|AUTO|5|-58.47199387|-34.69640164|Av. Gral. Paz e/ Ferre y Beron de Astrada|PAZ, GRAL. AV. y BERON DE ASTRADA|8
388|388|2018-0098|2018-09-09|2018|9|9|PASAJERO_ACOMPAÑANTE|AUTO|MASCULINO|54.0|2018-09-09 00:00:00|5|Sunday|AUTO|5|-58.47199387|-34.69640164|Av. Gral. Paz e/ Ferre y Beron de Astrada|PAZ, GRAL. AV. y BERON DE ASTRADA|8
389|389|2018-0099|2018-09-12|2018|9|12|PEATON|PEATON|MASCULINO|18.0|2018-09-13 00:00:00|4|Wednesday|PASAJEROS|14|-58.46411215|-34.62925068|Rivadavia Av. y Pedernera|RIVADAVIA AV. y PEDERNERA|7
390|390|2018-0100|2018-09-20|2018|9|20|SD|MOTO|FEMENINO|33.0|2018-09-20 00:00:00|5|Thursday|AUTO|10|-58.36217754|-34.62367156|Elvira Rawson de Dellepiane 150|RAWSON DE DELLEPIANE, ELVIRA AV. 150|1
391|391|2018-0101|2018-09-21|2018|9|21|CONDUCTOR|AUTO|MASCULINO||2018-09-21 00:00:00|6|Friday|MULTIPLE|0|-58.48098594|-34.5407313|Paz, Gral. Av. y Zapiola|PAZ, GRAL. AV. y ZAPIOLA|12
392|392|2018-0102|2018-09-21|2018|9|21|CONDUCTOR|MOTO|MASCULINO|20.0|2018-09-21 00:00:00|4|Friday|AUTO|0|-58.41083404|-34.64640709|FAMATINA Y DIOGENES TABORDA|FAMATINA y TABORDA, DIOGENES|4
393|393|2018-0103|2018-09-27|2018|9|27|PEATON|PEATON|MASCULINO|1.0|2018-09-29 00:00:00|1|Thursday|MOTO|17|-58.44609828|-34.64446729|Av. Castañares y Bonorino|CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.|7
394|394|2018-0104|2018-10-01|2018|10|1|CONDUCTOR|MOTO|MASCULINO|22.0|2018-10-01 00:00:00|4|Monday|MOTO|8|-58.37709334|-34.64035082|AU Frondizi 9 de Julio Sur y Av. Suarez|AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.|4
395|395|2018-0105|2018-10-03|2018|10|3|PEATON|PEATON|FEMENINO|56.0|2018-10-03 00:00:00|5|Wednesday|PASAJEROS|18|-58.46963952|-34.63070603|Nazca Av. y Rivadavia Av.|NAZCA AV. y RIVADAVIA AV.|7
396|396|2018-0106|2018-10-04|2018|10|4|CONDUCTOR|MOTO|MASCULINO|27.0|2018-10-04 00:00:00|4|Thursday|MOTO|22|-58.43674281|-34.55161027|Figueroa Alcorta, Pres. Av. y Echeverria|FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA|13
397|397|2018-0107|2018-10-06|2018|10|6|PEATON|PEATON|FEMENINO|62.0|2018-10-06 00:00:00|6|Saturday|PASAJEROS|14|-58.4059686|-34.61011987|Rivadavia Av. y Jujuy Av.|RIVADAVIA AV. y JUJUY AV.|3
398|398|2018-0108|2018-10-09|2018|10|9|CONDUCTOR|MOTO|MASCULINO|37.0|2018-10-10 00:00:00|5|Tuesday|AUTO|14|-58.36154069|-34.60463618|De Los Italianos Av. y Guemes, Macacha|DE LOS ITALIANOS AV. y GUEMES, MACACHA|1
399|399|2018-0109|2018-10-10|2018|10|10|PEATON|PEATON|MASCULINO|34.0|2018-10-10 00:00:00|5|Wednesday|PASAJEROS|22|-58.37062179|-34.60066507|Tucuman y Alem, Leandro N. Av.|TUCUMAN y ALEM, LEANDRO N. AV.|1
400|400|2018-0110|2018-10-13|2018|10|13|PEATON|PEATON|MASCULINO|60.0|2018-10-14 00:00:00|6|Saturday|MOTO|3|-58.43220014|-34.60207186|Corrientes Av. y Gallardo, Angel Av.|CORRIENTES AV. y GALLARDO, ANGEL AV.|15
401|401|2018-0111|2018-10-19|2018|10|19|CONDUCTOR|MOTO|MASCULINO|28.0|2018-10-19 00:00:00|4|Friday|CARGAS|12|-58.46958442|-34.64949724|AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO|AUTOPISTA PERITO MORENO & PERON, EVA  AV.|9
402|402|2018-0112|2018-10-24|2018|10|24|CONDUCTOR|MOTO|FEMENINO|28.0|2018-10-24 00:00:00|4|Wednesday|CARGAS|9|-58.44671397|-34.59970903|Muñecas y Serrano|MUÃ‘ECAS y SERRANO|15
403|403|2018-0113|2018-10-25|2018|10|25|CONDUCTOR|MOTO|MASCULINO|20.0|2018-10-25 00:00:00|4|Thursday|CARGAS|11|-58.47152163|-34.61474911|Artigas, Jose Gervasio, Gral. y Tres Arroyos|ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS|11
404|404|2018-0114|2018-10-30|2018|10|30|CONDUCTOR|MOTO|MASCULINO|23.0|2018-10-30 00:00:00|4|Tuesday|AUTO|2|-58.39032921|-34.61807951|Solis e Independencia Av.|SOLIS e INDEPENDENCIA AV.|1
405|405|2018-0115|2018-10-31|2018|10|31|PEATON|PEATON|MASCULINO|42.0|2018-11-01 00:00:00|5|Wednesday|PASAJEROS|12|-58.52887773|-34.64297861|Bosch, Ventura y Paz, Gral. Av.|BOSCH, VENTURA y PAZ, GRAL. AV.|9
406|406|2018-0116|2018-11-01|2018|11|1|PEATON|PEATON|MASCULINO|48.0|2018-11-08 00:00:00|5|Thursday|CARGAS|10|-58.49371157|-34.67981324|Paz, Gral. Av. 14800|PAZ, GRAL. AV. 14800|8
407|407|2018-0117|2018-11-04|2018|11|4|CONDUCTOR|MOTO|MASCULINO|30.0|2018-11-08 00:00:00|5|Sunday|MOTO|8|-58.48266599|-34.66012327|Av. Eva Perón 5321|PERON, EVA AV. 5321|9
408|408|2018-0118|2018-11-05|2018|11|5|PEATON|PEATON|FEMENINO|80.0|2018-11-05 00:00:00|6|Monday|MOTO|14|-58.40612253|-34.60774301|Peron, Juan Domingo, Tte. General y Pueyrredon Av.|PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.|3
409|409|2018-0119|2018-11-05|2018|11|5|PEATON|PEATON|FEMENINO|32.0|2018-11-06 00:00:00|5|Monday|SD|22|-58.43613623|-34.66292532|Rabanal y San Pedrito|RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO|8
