|Unnamed: 0|id|fecha|anio|mes|dia|rol|victima|sexo|edad|fecha_deceso|edad_rango|dia_semana|acusado|hora_rango|x|y|lugar|direc_norm|comuna
207|207|2017-0073|2017-06-04|2017|6|4|CONDUCTOR|MOTO|MASCULINO|19.0|2017-06-04 00:00:00|4|Sunday|AUTO|9|-58.40781467|-34.60425669|AV. CORRIENTES Y ECUADOR|CORRIENTES AV. y ECUADOR|3
208|208|2017-0074|2017-06-04|2017|6|4|SD|SD|MASCULINO|70.0|2017-06-04 00:00:00|6|Sunday|SD|12|-58.52567073|-34.63787791|CASCO 133|CASCO 133|9
209|209|2017-0075|2017-06-12|2017|6|12|PEATON|PEATON|MASCULINO|55.0|2017-06-12 00:00:00|5|Monday|MOTO|22|-58.381542|-34.60906385|AV. DE MAYO Y AV. 9 DE JULIO|DE MAYO AV. y 9 DE JULIO AV.|1
210|210|2017-0076|2017-06-13|2017|6|13|PEATON|PEATON|FEMENINO|30.0|2017-06-13 00:00:00|5|Tuesday|CARGAS|14|-58.38526125|-34.5780581|AV. RAMON CASTILLO Y CALLE 12|CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)|2
211|211|2017-0077|2017-06-17|2017|6|17|CONDUCTOR|MOTO|FEMENINO|60.0|2017-06-18 00:00:00|6|Saturday|CARGAS|23|-58.42934104|-34.58451712|FRAY JUSTO SANTAMARIA DE ORO 1930|FRAY JUSTO SANTAMARIA DE ORO 1930|14
212|212|2017-0079|2017-06-19|2017|6|19|CONDUCTOR|MOTO|MASCULINO|33.0|2017-06-19 00:00:00|5|Monday|CARGAS|16|-58.40657493|-34.61781124|MEXICO Y DEAN FUNES|MEXICO y DEAN FUNES|3
213|213|2017-0080|2017-06-22|2017|6|22|PEATON|PEATON|FEMENINO|95.0|2017-06-22 00:00:00|6|Thursday|CARGAS|10|-58.49525314|-34.64487785|AV. JUAN B ALBERDI Y AV. ESCALADA|ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.|9
214|214|2017-0082|2017-06-25|2017|6|25|PEATON|PEATON|MASCULINO|36.0|2017-06-25 00:00:00|5|Sunday|AUTO|22|-58.39092851|-34.62932696|AV. ENTRE RIOS Y AV. BRASIL|ENTRE RIOS AV. y BRASIL|4
215|215|2017-0083|2017-07-04|2017|7|4|CONDUCTOR|MOTO|MASCULINO|37.0|2017-07-04 00:00:00|5|Tuesday|CARGAS|0|-58.49603546|-34.64564271|AV. JUAN B ALBERDI Y GUARDIA NACIONAL|ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL|9
216|216|2017-0084|2017-07-05|2017|7|5|PEATON|PEATON|FEMENINO|73.0|2017-07-05 00:00:00|6|Wednesday|PASAJEROS|12|-58.38502878|-34.58703485|AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA|DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A|2
217|217|2017-0085|2017-07-07|2017|7|7|PEATON|PEATON|MASCULINO|84.0|2017-07-07 00:00:00|6|Friday|PASAJEROS|14|-58.37261143|-34.63150425|TACUARI Y AV. MARTIN GARCIA|TACUARI y GARCIA, MARTIN AV.|4
218|218|2017-0086|2017-07-09|2017|7|9|PEATON|PEATON|FEMENINO|30.0|2017-07-09 00:00:00|5|Sunday|MOTO|7|-58.51876802|-34.63905965|AV. RIVADAVIA Y MURGUIONDO|RIVADAVIA AV. y MURGUIONDO|9
219|219|2017-0087|2017-07-10|2017|7|10|PEATON|PEATON|FEMENINO|73.0|2017-07-10 00:00:00|6|Monday|AUTO|10|-58.41095567|-34.61516101|24 DE NOVIEMBRE 390|24 DE NOVIEMBRE 390|3
220|220|2017-0088|2017-07-10|2017|7|10|PEATON|PEATON|MASCULINO|43.0|2017-07-10 00:00:00|5|Monday|PASAJEROS|22|-58.36797542|-34.62519403|AV. PASEO COLON Y BRASIL|PASEO COLON AV. y BRASIL AV.|1
221|221|2017-0089|2017-07-13|2017|7|13|SD|SD|MASCULINO|23.0|SD|4|Thursday|AUTO|12|-58.51514709|-34.64787051|MARTINIANO LEGUIZAMON 901|LEGUIZAMON, MARTINIANO 901|9
222|222|2017-0090|2017-07-15|2017|7|15|PEATON|PEATON|MASCULINO|22.0|2017-07-15 00:00:00|4|Saturday|AUTO|5|-58.51925642|-34.59171721|AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ |CHIVILCOY AV. y PAZ, GRAL. AV.|11
223|223|2017-0091|2017-07-15|2017|7|15|CONDUCTOR|MOTO|MASCULINO|58.0|2017-07-15 00:00:00|5|Saturday|SD|13|-58.48671535|-34.54321216|SUPERI Y AV. GRAL. PAZ|SUPERI y PAZ, GRAL. AV.|12
224|224|2017-0092|2017-07-24|2017|7|24|PEATON|PEATON|MASCULINO|66.0|2017-07-24 00:00:00|6|Monday|AUTO|22|-58.38268809|-34.62282019|AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR)|AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI|1
225|225|2017-0093|2017-07-25|2017|7|25|PEATON|PEATON|MASCULINO||2017-07-25 00:00:00|6|Tuesday|AUTO|16|-58.43633522|-34.54966288|AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO|LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ|13
226|226|2017-0094|2017-07-27|2017|7|27|CICLISTA|BICICLETA|FEMENINO|56.0|2017-07-27 00:00:00|5|Thursday|CARGAS|8|-58.52640838|-34.61765855|VICTOR HUGO 2639|HUGO, VICTOR 2639|10
227|227|2017-0095|2017-08-06|2017|8|6|CONDUCTOR|MOTO|MASCULINO|36.0|2017-08-06 00:00:00|5|Sunday|AUTO|8|-58.41894306|-34.59778875|AV. CORDOBA Y JERONIMO SALGUERO|CORDOBA AV. y SALGUERO, JERONIMO|14
228|228|2017-0096|2017-08-07|2017|8|7|PEATON|PEATON|MASCULINO|87.0|2017-08-07 00:00:00|6|Monday|PASAJEROS|19|-58.46756026|-34.54972741|AV. CABILDO Y NUÑEZ|CABILDO AV. y NUÃ‘EZ|13
229|229|2017-0098|2017-08-08|2017|8|8|PEATON|PEATON|FEMENINO|61.0|2017-08-08 00:00:00|6|Tuesday|AUTO|12|-58.45715752|-34.63132912|JOSE BONIFACIO 2114|BONIFACIO, JOSE 2114|7
230|230|2017-0099|2017-08-17|2017|8|17|CICLISTA|BICICLETA|MASCULINO|28.0|2017-08-17 00:00:00|4|Thursday|AUTO|19|-58.42406784|-34.56213916|AV. PTE FIGUEROA ALCORTA 5400|FIGUEROA ALCORTA, PRES. AV. 5400|14
231|231|2017-0100|2017-08-21|2017|8|21|PASAJERO_ACOMPAÑANTE|MOTO|FEMENINO|16.0|2017-08-21 00:00:00|3|Monday|OBJETO FIJO|7|-58.3967447|-34.61512051|VENEZUELA 2135|REPUBLICA BOLIVARIANA DE VENEZUELA 2135|3
232|232|2017-0101|2017-08-23|2017|8|23|PEATON|PEATON|FEMENINO|61.0|2017-08-23 00:00:00|6|Wednesday|MULTIPLE|10|-58.44537508|-34.57084818|AV. FCO. LACROZE Y ZAPATA|LACROZE, FEDERICO AV. y ZAPATA|13
233|233|2017-0102|2017-08-24|2017|8|24|PEATON|PEATON|MASCULINO|46.0|2017-08-24 00:00:00|5|Thursday|CARGAS|1|-58.40056767|-34.6510708|IRIARTE Y ZAVALETA|IRIARTE, GRAL. AV. y ZAVALETA|4
234|234|2017-0104|2017-08-25|2017|8|25|PEATON|PEATON|FEMENINO|18.0|2017-08-25 00:00:00|4|Friday|CARGAS|9|-58.38109568|-34.61853244|AV. 9 DE JULIO Y ESTADOS UNIDOS|9 DE JULIO AV. y ESTADOS UNIDOS|1
235|235|2017-0106|2017-08-31|2017|8|31|PEATON|PEATON|FEMENINO|85.0|2017-08-31 00:00:00|6|Thursday|PASAJEROS|19|-58.42533612|-34.58035258|FRAY JUSTO SANTAMARIA DE ORO Y GUEMES|FRAY JUSTO SANTAMARIA DE ORO y GUEMES|14
236|236|2017-0107|2017-09-01|2017|9|1|CONDUCTOR|MOTO|MASCULINO|41.0|2017-09-01 00:00:00|5|Friday|CARGAS|11|-58.46062311|-34.54395182|AV. DEL LIBERTADOR Y JARAMILLO|DEL LIBERTADOR AV. y JARAMILLO|13
237|237|2017-0108|2017-09-02|2017|9|2|PASAJERO_ACOMPAÑANTE|AUTO|MASCULINO|17.0|2017-09-02 00:00:00|3|Saturday|AUTO|4|-58.49491054|-34.54795581|AV. GRAL. PAZ Y MACHAIN|PAZ, GRAL. AV. y MACHAIN|12
238|238|2017-0108|2017-09-02|2017|9|2|PASAJERO_ACOMPAÑANTE|AUTO|MASCULINO|10.0|2017-09-02 00:00:00|2|Saturday|AUTO|4|-58.49491054|-34.54795581|AV. GRAL. PAZ Y MACHAIN|PAZ, GRAL. AV. y MACHAIN|12
239|239|2017-0109|2017-09-04|2017|9|4|CONDUCTOR|MOTO|MASCULINO|21.0|2017-09-05 00:00:00|4|Monday|AUTO|21|-58.47130269|-34.63665402|AV. DIRECTORIO Y PORTELA|DIRECTORIO AV. y PORTELA|7
240|240|2017-0110|2017-09-06|2017|9|6|PEATON|PEATON|MASCULINO|56.0|2017-09-07 00:00:00|5|Wednesday|PASAJEROS|14|-58.370488|-34.60189492|LAVALLE Y AV. LEANDRO N ALEM|LAVALLE y ALEM, LEANDRO N. AV.|1
241|241|2017-0111|2017-09-07|2017|9|7|PEATON|PEATON|FEMENINO|79.0|2017-09-07 00:00:00|6|Thursday|CARGAS|18|-58.42023854|-34.6423411|USPALLATA Y PIROVANO|USPALLATA y PIROVANO|4
242|242|2017-0112|2017-09-10|2017|9|10|PASAJERO_ACOMPAÑANTE|AUTO|MASCULINO|1.0|SD|1|Sunday|OBJETO FIJO|9|-58.45807401|-34.6399743|AU 25 DE MAYO Y AV. VARELA|AUTOPISTA 25 DE MAYO y VARELA AV.|7
243|243|2017-0112|2017-09-10|2017|9|10|PASAJERO_ACOMPAÑANTE|AUTO|MASCULINO||2017-09-13 00:00:00|6|Sunday|OBJETO FIJO|9|-58.45807401|-34.6399743|AU 25 DE MAYO Y AV. VARELA|AUTOPISTA 25 DE MAYO y VARELA AV.|7
244|244|2017-0113|2017-09-11|2017|9|11|PEATON|PEATON|FEMENINO|76.0|2017-09-11 00:00:00|6|Monday|PASAJEROS|6|-58.37697717|-34.59573848|AV. SANTA FE Y MAIPU|SANTA FE AV. y MAIPU|1
245|245|2017-0114|2017-09-15|2017|9|15|CONDUCTOR|AUTO|MASCULINO|26.0|2017-09-15 00:00:00|4|Friday|OBJETO FIJO|2|-58.3910058|-34.5849866|AV. ALVEAR Y AV. DEL LIBERTADOR|ALVEAR AV. y DEL LIBERTADOR AV.|2
246|246|2017-0115|2017-09-19|2017|9|19|CONDUCTOR|MOTO|MASCULINO|34.0|SD|5|Tuesday|BICICLETA|18|-58.42182126|-34.63089661|AV. PAVON Y TREINTA Y TRES ORIENTALES|PAVON AV. y TREINTA Y TRES ORIENTALES|5
247|247|2017-0116|2017-09-20|2017|9|20|CONDUCTOR|MOTO|MASCULINO|22.0|2017-09-20 00:00:00|4|Wednesday|OBJETO FIJO|22|-58.51389422|-34.58075791|COLECTORA AV. GRAL. PAZ 5750|PAZ, GRAL. AV. 5750|12
248|248|2017-0118|2017-09-22|2017|9|22|PASAJERO_ACOMPAÑANTE|MOTO|FEMENINO|26.0|2017-09-29 00:00:00|4|Friday|AUTO|7|-58.37585415|-34.65232158|VIEYTES Y CRUZ|VIEYTES y CRUZ, OSVALDO AV.|4
249|249|2017-0120|2017-10-02|2017|10|2|CONDUCTOR|MOTO|MASCULINO|20.0|2017-10-02 00:00:00|4|Monday|CARGAS|15|-58.47297505|-34.66245085|AU DELLEPIANE Y AV. ESCALADA|AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.|9
250|250|2017-0123|2017-10-10|2017|10|10|PEATON|PEATON|FEMENINO|36.0|2017-10-10 00:00:00|5|Tuesday|AUTO|1|-58.46855503|-34.67216349|ALBARIÑO Y AV. ARGENTINA|ALBARIÃ‘O y ARGENTINA AV.|8
251|251|2017-0124|2017-10-12|2017|10|12|CONDUCTOR|MOTO|MASCULINO|51.0|2017-10-12 00:00:00|5|Thursday|PASAJEROS|14|-58.44254033|-34.59185043|JUAN RAMIREZ DE VELAZCO 1211|RAMIREZ DE VELASCO, JUAN 1211|15
252|252|2017-0125|2017-10-13|2017|10|13|CONDUCTOR|MOTO|MASCULINO|29.0|2017-10-13 00:00:00|4|Friday|OBJETO FIJO|6|-58.46622247|-34.67926929|AV. FERNANDEZ DE LA CRUZ Y LARRAYA|FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA|8
253|253|2017-0126|2017-10-14|2017|10|14|PASAJERO_ACOMPAÑANTE|AUTO|MASCULINO|39.0|SD|5|Saturday|OBJETO FIJO|6|-58.48003734|-34.68148508|AV. RIESTRA Y CAÑADA DE GOMEZ|RIESTRA AV. y CAÃ‘ADA DE GOMEZ|8
254|254|2017-0126|2017-10-14|2017|10|14|CONDUCTOR|AUTO|MASCULINO|36.0|2017-10-14 00:00:00|5|Saturday|OBJETO FIJO|6|-58.48003734|-34.68148508|AV. RIESTRA Y CAÑADA DE GOMEZ|RIESTRA AV. y CAÃ‘ADA DE GOMEZ|8
255|255|2017-0127|2017-10-16|2017|10|16|PASAJERO_ACOMPAÑANTE|MOTO|MASCULINO|24.0|2017-10-16 00:00:00|4|Monday|MOTO|7|-58.41192137|-34.59800248|GALLO Y AV. CORDOBA|GALLO y CORDOBA AV.|2
256|256|2017-0128|2017-10-17|2017|10|17|PEATON|PEATON|FEMENINO|60.0|2017-10-17 00:00:00|6|Tuesday|PASAJEROS|12|-58.44034689|-34.61349731|DR. JUAN F. ARANGUREN 611|ARANGUREN, JUAN F., DR. 611|6
257|257|2017-0129|2017-10-26|2017|10|26|CONDUCTOR|MOTO|MASCULINO|57.0|2017-10-26 00:00:00|5|Thursday|PASAJEROS|19|-58.47155277|-34.64925746|AU PERITO MORENO Y AU 25 DE MAYO|AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO|9
258|258|2017-0130|2017-10-27|2017|10|27|CONDUCTOR|AUTO|MASCULINO|23.0|2017-10-27 00:00:00|4|Friday|CARGAS|5|-58.47883099|-34.59967065|CHORROARIN Y AV. SAN MARTIN|CHORROARIN y SAN MARTIN AV.|15
259|259|2017-0132|2017-10-30|2017|10|30|CONDUCTOR|MOTO|MASCULINO|23.0|2017-10-30 00:00:00|4|Monday|PASAJEROS|14|-58.46552171|-34.6937413|COSQUIN Y AV. CNEL. ROCA|COSQUIN y ROCA, CNEL. AV.|8
260|260|2017-0134|2017-11-06|2017|11|6|PEATON|PEATON|FEMENINO|47.0|2017-11-06 00:00:00|5|Monday|PASAJEROS|18|-58.4423972|-34.66777987|AV. CNEL. ROCA 3555|ROCA, CNEL. AV. 3555|8
261|261|2017-0135|2017-11-07|2017|11|7|CONDUCTOR|MOTO|MASCULINO|24.0|2017-11-07 00:00:00|4|Tuesday|CARGAS|12|-58.47032551|-34.59626814|AV. WARNES Y PUNTA ARENAS|WARNES AV. y PUNTA ARENAS|15
262|262|2017-0136|2017-11-16|2017|11|16|PEATON|PEATON|MASCULINO|55.0|2017-11-16 00:00:00|5|Thursday|PASAJEROS|8|-58.41827843|-34.65522746|DEL BARCO CENTENERA Y RABANAL|BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.|4
263|263|2017-0137|2017-11-17|2017|11|17|PEATON|PEATON|FEMENINO|60.0|2017-11-17 00:00:00|6|Friday|CARGAS|11|-58.51280715|-34.59279388|AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS|MOSCONI GENERAL AV. y SAN NICOLAS|11
264|264|2017-0138|2017-11-19|2017|11|19|PASAJERO_ACOMPAÑANTE|MOTO|MASCULINO|25.0|2017-11-19 00:00:00|4|Sunday|OBJETO FIJO|10|-58.46258582|-34.64385704|AV. LAFUENTE Y AV. EVA PERON|LAFUENTE AV. y PERON, EVA AV.|7
265|265|2017-0139|2017-11-19|2017|11|19|PASAJERO_ACOMPAÑANTE|AUTO|FEMENINO|15.0|2017-11-19 00:00:00|3|Sunday|OBJETO FIJO|22|-58.45064148|-34.68003614|AV. CNEL. ROCA Y AV. ESCALADA|ROCA, CNEL. AV. y ESCALADA AV.|8
266|266|2017-0140|2017-11-19|2017|11|19|CONDUCTOR|MOTO|MASCULINO|24.0|2017-11-19 00:00:00|4|Sunday|PASAJEROS|23|0.0|0.0|AU ARTURO FRONDIZI PKM 3100|AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI|4
267|267|2017-0141|2017-11-23|2017|11|23|PEATON|PEATON|FEMENINO|22.0|2017-11-23 00:00:00|4|Thursday|PASAJEROS|19|-58.42717783|-34.62513374|AV. LA PLATA Y AV. PEDRO GOYENA|LA PLATA AV. y GOYENA, PEDRO AV.|6
268|268|2017-0143|2017-11-25|2017|11|25|CONDUCTOR|AUTO|MASCULINO|50.0|2017-11-25 00:00:00|5|Saturday|PASAJEROS|21|-58.46442001|-34.60724519|TRELLES Y GRAL. CESAR DIAZ|TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.|11
269|269|2017-0144|2017-11-26|2017|11|26|PASAJERO_ACOMPAÑANTE|AUTO|FEMENINO|50.0|2017-11-26 00:00:00|5|Sunday|OBJETO FIJO|6|-58.47064556|-34.69843756|AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ|ROCA, CNEL. AV. y PAZ, GRAL. AV.|8
270|270|2017-0145|2017-11-26|2017|11|26|CONDUCTOR|MOTO|MASCULINO|58.0|2017-11-26 00:00:00|5|Sunday|AUTO|17|-58.41677733|-34.61223119|MAZA Y DON BOSCO|MAZA y DON BOSCO|5
271|271|2017-0147|2017-11-28|2017|11|28|CONDUCTOR|MOTO|MASCULINO|49.0|2017-11-28 00:00:00|5|Tuesday|AUTO|11|-58.5025179|-34.67450313|AV. GRAL. PAZ Y AV. EVA PERON|PAZ, GRAL. AV. y PERON, EVA AV.|9
272|272|2017-0148|2017-11-29|2017|11|29|PEATON|PEATON|FEMENINO|82.0|2017-11-29 00:00:00|6|Wednesday|PASAJEROS|10|-58.40708125|-34.62438894|AV. SAN JUAN Y LA RIOJA|SAN JUAN AV. y LA RIOJA|3
273|273|2017-0149|2017-11-30|2017|11|30|PEATON|PEATON|MASCULINO|13.0|2017-11-30 00:00:00|3|Thursday|PASAJEROS|12|-58.36947198|-34.61477051|AV. PASEO COLON Y MEXICO|PASEO COLON AV. y MEXICO|1
274|274|2017-0150|2017-12-04|2017|12|4|PEATON|PEATON|MASCULINO|56.0|2017-12-04 00:00:00|5|Monday|AUTO|1|-58.51140889|-34.63934531|AV. RIVADAVIA Y MIRALLA|RIVADAVIA AV. y MIRALLA|9
275|275|2017-0151|2017-12-04|2017|12|4|PEATON|PEATON|MASCULINO||2017-12-04 00:00:00|6|Monday|PASAJEROS|2|-58.37460912|-34.65559133|VIEYTES Y LUJAN|VIEYTES y LUJAN|4
276|276|2017-0152|2017-12-06|2017|12|6|CICLISTA|BICICLETA|MASCULINO|19.0|2017-12-06 00:00:00|4|Wednesday|PASAJEROS|17|-58.41146277|-34.65073916|CACHI Y TRAFUL|CACHI y TRAFUL|4
277|277|2017-0153|2017-12-11|2017|12|11|PASAJERO_ACOMPAÑANTE|MOTO|MASCULINO||2017-12-12 00:00:00|6|Monday|PASAJEROS|2|-58.42855267|-34.61829385|ROSARIO Y AV. LA PLATA|ROSARIO y LA PLATA AV.|6
278|278|2017-0153|2017-12-11|2017|12|11|CONDUCTOR|MOTO|MASCULINO|30.0|2017-12-12 00:00:00|5|Monday|PASAJEROS|2|-58.42855267|-34.61829385|ROSARIO Y AV. LA PLATA|ROSARIO y LA PLATA AV.|6
279|279|2017-0154|2017-12-11|2017|12|11|PEATON|PEATON|MASCULINO|76.0|2017-12-11 00:00:00|6|Monday|PASAJEROS|9|-58.39035581|-34.63412287|AV. ENTRE RIOS Y AV. CASEROS |ENTRE RIOS AV. y CASEROS AV.|4
280|280|2017-0155|2017-12-12|2017|12|12|SD|SD|MASCULINO|77.0|SD|6|Tuesday|MOTO|21|-58.45593915|-34.62656868|AV. RIVADAVIA 6350|RIVADAVIA AV. 6350|7
281|281|2017-0157|2017-12-17|2017|12|17|CONDUCTOR|AUTO|MASCULINO|53.0|2017-12-17 00:00:00|5|Sunday|PASAJEROS|9|-58.52866211|-34.64597065|AV. GRAL. PAZ Y HUMAITA|PAZ, GRAL. AV. y HUMAITA|9
282|282|2017-0158|2017-12-18|2017|12|18|CONDUCTOR|MOTO|MASCULINO|32.0|2017-12-18 00:00:00|5|Monday|AUTO|21|-58.52037476|-34.59407024|GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ|GUALEGUAYCHU y PAZ, GRAL. AV.|11
283|283|2017-0159|2017-12-20|2017|12|20|CONDUCTOR|MOTO|MASCULINO|27.0|2017-12-20 00:00:00|4|Wednesday|AUTO|4|-58.38896772|-34.61799615|AV. INDEPENDENCIA Y VIRREY CEVALLOS|INDEPENDENCIA AV. y CEVALLOS, VIRREY|1
284|284|2017-0160|2017-12-22|2017|12|22|PEATON|PEATON|FEMENINO|30.0|2017-12-22 00:00:00|5|Friday|MOTO|13|-58.47074114|-34.62771756|AV. NAZCA 365|NAZCA AV. 365|7
285|285|2017-0161|2017-12-26|2017|12|26|PEATON|PEATON|FEMENINO|30.0|2017-12-26 00:00:00|5|Tuesday|AUTO|15|-58.48200819|-34.65969965|AV. EVA PERON 5249|PERON, EVA AV. 5249|9
286|286|2018-0001|2018-01-01|2018|1|1|PEATON|PEATON|MASCULINO|83.0|2018-01-02 00:00:00|6|Monday|MOTO|22|-58.39536773|-34.62297346|San Juan Av. Y Rincón|SAN JUAN AV. y RINCON|3
287|287|2018-0002|2018-01-03|2018|1|3|CICLISTA|BICICLETA|FEMENINO|26.0|2018-01-03 00:00:00|4|Wednesday|PASAJEROS|16|-58.37456088|-34.61895467|Peru 937|PERU 937|1
288|288|2018-0003|2018-01-05|2018|1|5|PEATON|PEATON|FEMENINO|58.0|2018-01-05 00:00:00|5|Friday|MULTIPLE|10|-58.44860217|-34.60395657|Pueyrredon, Honorio, Dr. Av. y Galicia|PUEYRREDON, HONORIO, DR. AV. y GALICIA|15
289|289|2018-0004|2018-01-09|2018|1|9|CONDUCTOR|MOTO|MASCULINO|39.0|2018-01-09 00:00:00|5|Tuesday|MULTIPLE|9|-58.46129513|-34.54332766|Del Libertador Av. y Manzanares|DEL LIBERTADOR AV. y MANZANARES|13
290|290|2018-0005|2018-01-09|2018|1|9|PEATON|PEATON|MASCULINO|54.0|2018-01-09 00:00:00|5|Tuesday|PASAJEROS|22|-58.36907201|-34.61953517|Paseo Colon Av. 1019|PASEO COLON AV. 1019|1
291|291|2018-0006|2018-01-10|2018|1|10|CICLISTA|BICICLETA|FEMENINO|45.0|2018-01-10 00:00:00|5|Wednesday|PASAJEROS|21|-58.44062219|-34.62499107|Valle y Barco Centenera Del|VALLE y BARCO CENTENERA DEL|6
292|292|2018-0007|2018-01-11|2018|1|11|CONDUCTOR|AUTO|MASCULINO|46.0|2018-01-11 00:00:00|5|Thursday|AUTO|2|-58.52502765|-34.63601265|AU Perito Moreno  KM 0.6|AUTOPISTA PERITO MORENO KM. 0.6|9
293|293|2018-0008|2018-01-12|2018|1|12|CONDUCTOR|MOTO|FEMENINO|32.0|2018-01-12 00:00:00|5|Friday|CARGAS|17|-58.36659655|-34.61687778|Huergo, Ing. Av. e Independencia Av.|HUERGO, ING. AV. e INDEPENDENCIA AV.|1
294|294|2018-0009|2018-01-14|2018|1|14|CONDUCTOR|MOTO|MASCULINO|19.0|2018-01-14 00:00:00|4|Sunday|MOTO|2|-58.36737389|-34.62763661|Pilcomayo y Brown, Alte. Av.|PILCOMAYO y BROWN, ALTE. AV.|4
295|295|2018-0010|2018-01-18|2018|1|18|CONDUCTOR|MOTO|MASCULINO|40.0|2018-01-18 00:00:00|5|Thursday|CARGAS|5|-58.49807953|-34.63038658|Cervantes y Belaustegui, Luis, Dr.|CERVANTES y BELAUSTEGUI, LUIS, DR.|10
296|296|2018-0011|2018-01-19|2018|1|19|PEATON|PEATON|MASCULINO|84.0|2018-01-19 00:00:00|6|Friday|PASAJEROS|10|-58.39092703|-34.59088447|Callao y Vte. Lopez|CALLAO AV. y LOPEZ, VICENTE|2
297|297|2018-0012|2018-01-26|2018|1|26|CONDUCTOR|MOTO|MASCULINO|20.0|2018-01-26 00:00:00|4|Friday|PASAJEROS|13|-58.46912006|-34.68049201|Oliden y Chilavert, Martiniano, Coronel|OLIDEN y CHILAVERT, MARTINIANO, CORONEL|8
298|298|2018-0013|2018-01-28|2018|1|28|CONDUCTOR|MOTO|MASCULINO|44.0|2018-01-28 00:00:00|5|Sunday|AUTO|8|-58.48661286|-34.56786129|Congreso Av. y Galvan|CONGRESO AV. y GALVAN|12
299|299|2018-0014|2018-01-31|2018|1|31|PEATON|PEATON|MASCULINO||2018-02-04 00:00:00|6|Wednesday|MOTO|20|-58.44074927|-34.65080597|Moreno, Perito Av. y Rivera Indarte|MORENO, PERITO AV. y RIVERA INDARTE AV.|7
300|300|2018-0015|2018-02-06|2018|2|6|CONDUCTOR|MOTO|MASCULINO|28.0|2018-02-06 00:00:00|4|Tuesday|PASAJEROS|1|-58.38636298|-34.64684275|Australia Av. 2800|AUSTRALIA AV. 2800|4
301|301|2018-0015|2018-02-06|2018|2|6|PASAJERO_ACOMPAÑANTE|MOTO|MASCULINO|19.0|2018-02-06 00:00:00|4|Tuesday|PASAJEROS|1|-58.38636298|-34.64684275|Australia Av. 2800|AUSTRALIA AV. 2800|4
302|302|2018-0016|2018-02-15|2018|2|15|CONDUCTOR|MOTO|MASCULINO|31.0|2018-02-15 00:00:00|5|Thursday|CARGAS|10|-58.37533517|-34.59276462|Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.|DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.|1
303|303|2018-0017|2018-02-17|2018|2|17|PEATON|PEATON|MASCULINO|35.0|2018-02-20 00:00:00|5|Saturday|AUTO|4|-58.46963952|-34.63070603|San Pedrito Av. y Rivadavia Av.|SAN PEDRITO AV. y RIVADAVIA AV.|7
304|304|2018-0018|2018-02-17|2018|2|17|CONDUCTOR|MOTO|MASCULINO|26.0|2018-02-17 00:00:00|4|Saturday|CARGAS|7|-58.37207554|-34.64543658|Isabel La Catolica y Salvadores, Cnel.|ISABEL LA CATOLICA y SALVADORES, CNEL.|4
305|305|2018-0019|2018-02-17|2018|2|17|PEATON|PEATON|FEMENINO|80.0|2018-02-17 00:00:00|6|Saturday|PASAJEROS|12|-58.39189441|-34.59176378|Las Heras General Av. y Callao Av.|LAS HERAS GENERAL AV. y CALLAO AV.|2
306|306|2018-0020|2018-02-19|2018|2|19|CONDUCTOR|MOTO|MASCULINO|26.0|2018-02-19 00:00:00|4|Monday|CARGAS|22|-58.45012957|-34.66518343|Fernandez de la Cruz Subida AU Héctor J. Cámpora|FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA|8
307|307|2018-0021|2018-02-22|2018|2|22|PEATON|PEATON|FEMENINO|62.0|2018-02-22 00:00:00|6|Thursday|PASAJEROS|10|-58.40184094|-34.64546845|AMANCIO ALCORTA Y ZAVALETA|ALCORTA, AMANCIO AV. y ZAVALETA|4
